billing_city,latitude,longitude
Inverness,57.4790124,-4.225739
Billings,45.7874957,-108.49607
Bothell,47.7623204,-122.2054035
Kalispell,48.202158,-114.315321
Kalispell,48.202158,-114.315321
Kalispell,48.202158,-114.315321
Engkewood,,
Engkewood,,
Las Vegas,36.1672559,-115.148516
Port Washington,43.3885538,-87.8692845
Highlands Ranch,39.5497243,-104.969565
Highlands Ranch,39.5497243,-104.969565
Lansing,42.7337712,-84.5553805
Lansing,42.7337712,-84.5553805
Attleboro,41.9438129,-71.2806515
Attleboro,41.9438129,-71.2806515
Bothell,47.7623204,-122.2054035
Kalispell,48.202158,-114.315321
Little Neck,40.7745338,-73.7412564
Brooklyn,40.6526006,-73.9497211
אשדוד,31.795708349999998,34.64888312627462
אשדוד,31.795708349999998,34.64888312627462
אשדוד,31.795708349999998,34.64888312627462
אשדוד,31.795708349999998,34.64888312627462
Evanston,42.0470043,-87.6846053
Evanston,42.0470043,-87.6846053
Evanston,42.0470043,-87.6846053
Mohegan Lake,41.3178717,-73.8462467
Mohegan Lake,41.3178717,-73.8462467
Gouda,52.0114922,4.7106094
Wayne,42.2682408,-83.2844172
Wayne,42.2682408,-83.2844172
Winder,33.9919085,-83.7184368
Claremont,34.0966764,-117.7197785
Annandale,45.2627428,-94.1244271
Cambria,40.4843583,-78.718852
Oklahoma City,35.4729886,-97.5170536
Oklahoma City,35.4729886,-97.5170536
Oklahoma City,35.4729886,-97.5170536
Miramar,38.9505154,-0.1415109
Kearny,37.9960049,-101.3523356
Wayne,42.2682408,-83.2844172
Wayne,42.2682408,-83.2844172
Rome,41.8933203,12.4829321
Groveland,28.5602149,-81.8561226
Antelope,42.1864809,-98.0716943
Vancouver,49.2608724,-123.113952
Greenbrae,37.9485356,-122.5247031
Roswell,34.02332,-84.360022
Roswell,34.02332,-84.360022
Temecula,33.4946353,-117.147366
Loudonville,40.6355985,-82.2334461
Canton,23.1301964,113.2592945
Hanson,43.6615541,-97.7945361
Saint Paul,44.9497487,-93.0931028
Saint Paul,44.9497487,-93.0931028
Buckeye,33.3703197,-112.583776
Capitola,36.9762927,-121.954057
Capitola,36.9762927,-121.954057
Fowler,36.6305058,-119.678469
Spring Hill,41.4117626,-93.6479872
Palm Harbor,28.0856815,-82.75690699742961
Brentwood,37.9317766,-121.696026
Papillion,41.1544433,-96.0422378
Wilmington,39.7459468,-75.546589
Brentwood,37.9317766,-121.696026
Canton,23.1301964,113.2592945
Papillion,41.1544433,-96.0422378
Schenectady,42.8142432,-73.9395687
Schenectady,42.8142432,-73.9395687
Highlands Ranch,39.5497243,-104.969565
גבעתיים,32.0729606,34.8113279
Schenectady,42.8142432,-73.9395687
Schenectady,42.8142432,-73.9395687
Clinton,41.2711458,-77.6984481
Vancouver,49.2608724,-123.113952
Pawtucket,41.8789531,-71.3821203
Pueblo,38.263995,-104.6141867
Katy,29.7857853,-95.8243956
Rochester,43.157285,-77.615214
Fallon,47.5075937,6.4807726
Katy,29.7857853,-95.8243956
Tigard,45.4307473,-122.771933
Royal Oak,42.4894801,-83.1446485
Pawtucket,41.8789531,-71.3821203
Young Harris,34.9331453,-83.8471223
Tigard,45.4307473,-122.771933
Auburn,47.3075369,-122.2301808
Clinton,41.2711458,-77.6984481
Pueblo,38.263995,-104.6141867
Royal Oak,42.4894801,-83.1446485
Toledo,39.8560597,-4.0239356
Liberty Hill,30.6649119,-97.9225161
Hubbard,47.1138266,-94.9427679
Las Vegas,36.1672559,-115.148516
Fallon,47.5075937,6.4807726
Cincinnati,39.1014537,-84.5124602
Vancouver,49.2608724,-123.113952
Paoli,40.040739,-75.49284449481362
Katy,29.7857853,-95.8243956
Fort Wayne,41.0799898,-85.1386015
Salt Lake City,40.7596198,-111.886797
Charlotte,35.2272086,-80.8430827
Charlotte,35.2272086,-80.8430827
Hallandale Beach,25.98584285,-80.14118350866113
Clovis,36.8252277,-119.7029194
Washington,38.8950368,-77.0365427
Washington,38.8950368,-77.0365427
Lovettsville,39.2747722,-77.6393091
Lovettsville,39.2747722,-77.6393091
Newburg,39.3886608,-79.8530351
Newburg,39.3886608,-79.8530351
Newburg,39.3886608,-79.8530351
Newburg,39.3886608,-79.8530351
Newburg,39.3886608,-79.8530351
Newburg,39.3886608,-79.8530351
Newburg,39.3886608,-79.8530351
Newburg,39.3886608,-79.8530351
Newburg,39.3886608,-79.8530351
Newburg,39.3886608,-79.8530351
Newburg,39.3886608,-79.8530351
Marina Del Rey,33.9776848,-118.448647
La Grange Highlands,41.7815369,-87.8913307
La Grange Highlands,41.7815369,-87.8913307
Katy,29.7857853,-95.8243956
Altoona,40.518681,-78.394736
Nesbit,34.881763,-90.0087022
Nesbit,34.881763,-90.0087022
Newbury Park,51.5754985,0.0899693
Rootstown,41.0990792,-81.2424901
Crestview Hills,39.0272829,-84.5849438
Phoenix,33.4484367,-112.074141
Fort Worth,32.753177,-97.3327459
Grône,46.251007,7.4582384
Parma,44.8013678,10.3280833
Flagstaff,35.1987522,-111.651822
Oak Lawn,41.7108662,-87.7581081
Jersey City,40.7215682,-74.047455
Cochran,33.5905096,-102.805677
Crestview Hills,39.0272829,-84.5849438
Grône,46.251007,7.4582384
Covina,34.0877926,-117.8891164
Rootstown,41.0990792,-81.2424901
Clayton,42.8547706,-91.3667151
New York,40.7127281,-74.0060152
Glendale,34.1469416,-118.2478471
Yorba Linda,33.8901096,-117.8249705
Parma,44.8013678,10.3280833
Fort Worth,32.753177,-97.3327459
Clayton,42.8547706,-91.3667151
Port Washington,43.3885538,-87.8692845
Rootstown,41.0990792,-81.2424901
Crestview Hills,39.0272829,-84.5849438
Crestview Hills,39.0272829,-84.5849438
Pinehurst,30.1071543,-93.7746117
Waxahachie,32.3944908,-96.8439365
Waxahachie,32.3944908,-96.8439365
Kissimmee,28.2782758,-81.39828424712871
Kissimmee,28.2782758,-81.39828424712871
Brusly,30.3943588,-91.2537199
Brusly,30.3943588,-91.2537199
Newport,41.4899827,-71.3137707
Newport,41.4899827,-71.3137707
Aurora,41.7571701,-88.3147539
Davie,35.9375154,-80.5464948
Hamilton,43.2560802,-79.8728583
Portland,45.5202471,-122.674194
Diamond Bar,34.0286226,-117.8103367
Diamond Bar,34.0286226,-117.8103367
Stamford,41.0534302,-73.5387341
Stamford,41.0534302,-73.5387341
Stamford,41.0534302,-73.5387341
San Pablo,-23.5506507,-46.6333824
Napa,38.2971367,-122.2855293
Napa,38.2971367,-122.2855293
Napa,38.2971367,-122.2855293
Citrus Heights,38.7071247,-121.2810611
Wallace,38.9073846,-101.7565099
Wallace,38.9073846,-101.7565099
Citrus Heights,38.7071247,-121.2810611
Citrus Heights,38.7071247,-121.2810611
Chrswick,,
Lewisville,33.046233,-96.994174
Xenia,38.6358808,-88.6347744
Northfield,44.4582041,-93.161159
Northfield,44.4582041,-93.161159
Northfield,44.4582041,-93.161159
Northfield,44.4582041,-93.161159
Northfield,44.4582041,-93.161159
Warren,36.3901694,-78.1052123
Jackson,32.2998686,-90.1830408
Lexington,38.0464066,-84.4970393
Tampa,27.9477595,-82.458444
North Liberty,41.7478297,-91.6064397
Malvern,52.1159559,-2.3258985
Lexington,38.0464066,-84.4970393
Bullhead City,35.1477774,-114.568298
Bayfield,46.4710241,-91.1983175
Silver Spring,38.9997621,-77.02403709829767
Merrick,41.1650536,-98.0531937
Wyandotte,39.1090458,-94.767624
San Francisco,37.7792588,-122.4193286
Bullhead City,35.1477774,-114.568298
Reading,51.4564242,-0.9700664
Staten Island,40.5724274,-74.14520078126053
Staten Island,40.5724274,-74.14520078126053
Henderson,32.182598,-95.7893178
Northfield,44.4582041,-93.161159
Ada,43.4136539,-116.2367421
Reading,51.4564242,-0.9700664
Xenia,38.6358808,-88.6347744
Mount Gilead,40.5492265,-82.8274015
Staten Island,40.5724274,-74.14520078126053
Commerce City,39.8083196,-104.9338675
Chrswick,,
Staten Island,40.5724274,-74.14520078126053
Staten Island,40.5724274,-74.14520078126053
Warren,36.3901694,-78.1052123
Lewisville,33.046233,-96.994174
Livermore,37.6820583,-121.768053
Silver Spring,38.9997621,-77.02403709829767
Xenia,38.6358808,-88.6347744
Malvern,52.1159559,-2.3258985
Livermore,37.6820583,-121.768053
Malvern,52.1159559,-2.3258985
Northfield,44.4582041,-93.161159
Los Gatos,37.226611,-121.9746797
Ada,43.4136539,-116.2367421
Silver Spring,38.9997621,-77.02403709829767
Northfield,44.4582041,-93.161159
Reno,39.5261206,-119.8126581
Mount Gilead,40.5492265,-82.8274015
Chrswick,,
Northfield,44.4582041,-93.161159
Chagrin Falls,41.436589,-81.3855058
Gloucester,51.8653705,-2.2458192
Gloucester,51.8653705,-2.2458192
Gloucester,51.8653705,-2.2458192
"Fort ,",18.9332665,72.8345146
Maumelle,34.856613,-92.4056858
Aiken,33.5616173,-81.7224579
Aiken,33.5616173,-81.7224579
Keller,32.9299655,-97.2271249
New York,40.7127281,-74.0060152
Astoria,40.7720145,-73.9302673
Astoria,40.7720145,-73.9302673
"Fort ,",18.9332665,72.8345146
New York,40.7127281,-74.0060152
Maumee,41.5628294,-83.6538244
New York,40.7127281,-74.0060152
Georgetown,6.8137426,-58.1624465
Pembroje Pines,,
Pembroje Pines,,
Middletown,39.516644,-84.4041725
Redlands,34.0550328,-117.1827445
Orchard Park,42.7670376,-78.7435517
Orchard Park,42.7670376,-78.7435517
Merced,37.1641544,-120.7678602
Nokesville,38.6924475,-77.57688678066663
Nokesville,38.6924475,-77.57688678066663
Melbourne,-37.8142454,144.9631732
Dover,51.1251275,1.3134228
Lovettsville,39.2747722,-77.6393091
Middletown,39.516644,-84.4041725
Los Angeles,34.0536909,-118.242766
Tucson,32.2228765,-110.974847
North Hollywood,34.1649502,-118.374752
Enumclaw,47.2047793,-121.9916371
Los Altos,42.7811566,-3.620209626541331
Los Altos,42.7811566,-3.620209626541331
Los Altos,42.7811566,-3.620209626541331
Seattle,47.6038321,-122.330062
Merritt Is,28.3581193,-80.6968385
Merritt Is,28.3581193,-80.6968385
Anaheim,33.8347516,-117.911732
Chelsea,51.4875167,-0.1687007
Redlands,34.0550328,-117.1827445
Baltimore,39.2908816,-76.610759
Mount Joy,40.1098561,-76.5033406
Draper,40.5247777,-111.8627989
New York,40.7127281,-74.0060152
New York,40.7127281,-74.0060152
Bayport,45.0212648,-92.7813238
Lynden,48.9466041,-122.4569315
Lynden,48.9466041,-122.4569315
Pittsburgh,40.4416941,-79.9900861
Pittsburgh,40.4416941,-79.9900861
San Rafael,37.9747795,-122.5316686
Lovettsville,39.2747722,-77.6393091
Tucson,32.2228765,-110.974847
Morrisville,47.88338804999999,-55.76861996265019
Morrisville,47.88338804999999,-55.76861996265019
Morrisville,47.88338804999999,-55.76861996265019
Morrisville,47.88338804999999,-55.76861996265019
Morrisville,47.88338804999999,-55.76861996265019
Tucson,32.2228765,-110.974847
Yorba Linda,33.8901096,-117.8249705
Rochester,43.157285,-77.615214
North Tonawanda,43.0407742,-78.8660527
Fairfax,38.8156356,-77.2836849
Allentown,40.6022059,-75.4712794
Flushing,40.7654301,-73.8174291
Flushing,40.7654301,-73.8174291
Flushing,40.7654301,-73.8174291
Flushing,40.7654301,-73.8174291
Cheney,47.9073765,3.9477501
Cheney,47.9073765,3.9477501
Cheney,47.9073765,3.9477501
Virginia Beach,36.8496579,-75.9760751
Bridge City,30.0294356,-93.8399077
Bridge City,30.0294356,-93.8399077
Chandler,33.3062031,-111.841185
Billings,45.7874957,-108.49607
Billings,45.7874957,-108.49607
Billings,45.7874957,-108.49607
Vancouver,49.2608724,-123.113952
Vancouver,49.2608724,-123.113952
Billings,45.7874957,-108.49607
Solomons,38.3350368,-76.4625722312668
Weatherford,32.7589648,-97.7970748
Mesquite,32.7666103,-96.599472
Ossining,41.1613168,-73.8620367
Ossining,41.1613168,-73.8620367
Tavares,-31.287471,-51.0897986
Tavares,-31.287471,-51.0897986
Ashburn,39.030019100000004,-77.46964646557657
Hurricane,38.4325896,-82.0201368
Highland,57.5066357,-5.0038367
Redmond,47.6694141,-122.1238767
Redmond,47.6694141,-122.1238767
Redmond,47.6694141,-122.1238767
Colleyville,32.8809603,-97.155012
Colleyville,32.8809603,-97.155012
Crystal Lake,42.2411344,-88.3161965
Crystal Lake,42.2411344,-88.3161965
Freehold,40.2601096,-74.2737573
Flora,43.184,2.48911
Sarasota,27.3365805,-82.5308545
Windsor,42.2858536,-82.9780695
Naperville,41.7728699,-88.1479278
Northridge,34.2345615,-118.5369316
Los Angeles,34.0536909,-118.242766
Los Angeles,34.0536909,-118.242766
Los Angeles,34.0536909,-118.242766
Elmwood Park,41.9205931,-87.8160169
Elmwood Park,41.9205931,-87.8160169
Cincinnati,39.1014537,-84.5124602
Cincinnati,39.1014537,-84.5124602
Groton,41.3501598,-72.0761998
Naperville,41.7728699,-88.1479278
Mansfield,53.1443785,-1.1964165
Mansfield,53.1443785,-1.1964165
Merrillville,41.4828144,-87.3328139
Merrillville,41.4828144,-87.3328139
Winchester01890,,
Winchester01890,,
Freehold,40.2601096,-74.2737573
Palm Beach Gardens,26.8233946,-80.1386547
Cincinnati,39.1014537,-84.5124602
Slc,40.790066100000004,-111.97989846185591
San Francisco,37.7792588,-122.4193286
San Francisco,37.7792588,-122.4193286
Athens,33.9597677,-83.376398
Fountain Valley,33.7038145,-117.9627349
Northridge,34.2345615,-118.5369316
Edgewater,40.8270448,-73.975694
Colorado Springsgs,,
Edgewater,40.8270448,-73.975694
Colorado Springsgs,,
Colorado Springsgs,,
Macomb,42.6741189,-82.902901
Macomb,42.6741189,-82.902901
Palm Beach Gardens,26.8233946,-80.1386547
Painted Post,42.1620186,-77.0941366
Palm Beach Gardens,26.8233946,-80.1386547
Venice,45.4371908,12.3345898
Naperville,41.7728699,-88.1479278
Sunnyvale,37.3688301,-122.036349
Brooklyn,40.6526006,-73.9497211
Yorktown,37.2378875,-76.5080633
Fall River,41.7010642,-71.1546367
Fall River,41.7010642,-71.1546367
San Francisco,37.7792588,-122.4193286
San Francisco,37.7792588,-122.4193286
Bow,51.5309383,-0.0274853
Chesapeake,36.7168315,-76.2494453
Round Rock,30.5085915,-97.6788056
Yorktown,37.2378875,-76.5080633
Waterville,44.5524176,-69.6313607
San Carlos,15.926773,120.3475584
San Carlos,15.926773,120.3475584
Gaithersburg,39.1399187,-77.1929215
Fresno,36.7394421,-119.78483
Virginia Beach,36.8496579,-75.9760751
Brooklyn,40.6526006,-73.9497211
Ludington,43.9555406,-86.4477416
Chesapeake,36.7168315,-76.2494453
Sun City Center,27.718086,-82.351759
Derwood,39.11733,-77.1610916
Naperville,41.7728699,-88.1479278
Cumberland Foreside,43.7602606,-70.2008182
East Brunswick,40.4278841,-74.415984
Newton,30.8118989,-93.740504
Evans,32.1613648,-81.8980725
Grand Rapids,42.9632425,-85.6678639
Grand Rapids,42.9632425,-85.6678639
Houston,29.7589382,-95.3676974
Waterville,44.5524176,-69.6313607
Upper Saddle River,41.0585352,-74.0984769
Cumberland Foreside,43.7602606,-70.2008182
Conway,35.2521996,-92.6888936
Hull,53.7435722,-0.3394758
Alta,55.001251,-115.002136
Alta,55.001251,-115.002136
Westminster,51.4973206,-0.137149
Newton,30.8118989,-93.740504
Cumberland Foreside,43.7602606,-70.2008182
Setauket,40.9355473,-73.1188824
Barrington,42.1539141,-88.1361888
East Brunswick,40.4278841,-74.415984
Danville,40.125222,-87.6304614
Hull,53.7435722,-0.3394758
Cumberland Foreside,43.7602606,-70.2008182
Westminster,51.4973206,-0.137149
Chicago,41.8755616,-87.6244212
Severn,39.1354665,-76.70062377708201
Havelock,34.8785,-76.9014457
Lebanon,40.375713,-76.4626118
Jupiter,26.9342246,-80.0942087
Jupiter,26.9342246,-80.0942087
Cabool,37.123941,-92.1012678
Du Quoin,38.0114393,-89.2361935
Port Orange,29.1386874,-80.9968286
Santa Rosa,38.4404925,-122.7141049
Laguna Niguel,33.5225261,-117.7075526
Laguna Niguel,33.5225261,-117.7075526
Jupiter,26.9342246,-80.0942087
Brunswick,52.2646577,10.5236066
Oak Lawn,41.7108662,-87.7581081
Hazlet Township,40.4292165,-74.1648999
Oakland,37.8044557,-122.271356
Hazlet Township,40.4292165,-74.1648999
Oakland,37.8044557,-122.271356
Chicago,41.8755616,-87.6244212
Toronto,43.6534817,-79.3839347
New Braunfels,29.7028266,-98.1257348
Olympia,37.638250299999996,21.630566024011667
Leesburg,28.810823,-81.8778582
Whitchurch,52.969273,-2.6839528
Olympia,37.638250299999996,21.630566024011667
Bourne End,51.5799463,-0.7120777
Corpus Christi,27.7635302,-97.4033191
Carleton,46.3940835,-67.491134
Montreal,45.5031824,-73.5698065
Montreal,45.5031824,-73.5698065
Montreal,45.5031824,-73.5698065
Calgary,51.0456064,-114.057541
Calgary,51.0456064,-114.057541
Calgary,51.0456064,-114.057541
Chicago,41.8755616,-87.6244212
Chicago,41.8755616,-87.6244212
Carleton,46.3940835,-67.491134
Paddock Wood,51.1810484,0.3889964
Paddock Wood,51.1810484,0.3889964
Glen Rock,40.9628758,-74.1329208
Glen Rock,40.9628758,-74.1329208
Waterford,52.2609997,-7.1119081
Waterford,52.2609997,-7.1119081
Paw Paw,42.2178171,-85.8911246
Paw Paw,42.2178171,-85.8911246
Paw Paw,42.2178171,-85.8911246
Denver,39.7392364,-104.984862
Denver,39.7392364,-104.984862
New Braunfels,29.7028266,-98.1257348
New Braunfels,29.7028266,-98.1257348
Edmonds,47.8105738,-122.3774952
New Hope,45.0347176,-93.3861037
Dayton,39.7589478,-84.1916069
Concord,43.207178,-71.537476
Piscataway,40.5462553,-74.4660408
San Lorenzo,38.010967,15.834398
Chicago,41.8755616,-87.6244212
Culver City,34.0211224,-118.396466
Washington Grove,39.1404703,-77.1759454
Jersey City,40.7215682,-74.047455
Cosmopolis,-22.6437398,-47.1972086
Toronto,43.6534817,-79.3839347
Jersey City,40.7215682,-74.047455
Middletown,39.516644,-84.4041725
Scarborough,54.2820009,-0.4011868
Westlake,32.991226,-97.1943701
Burleson,30.4764878,-96.6353488
Redding,40.5863563,-122.391675
Middletown,39.516644,-84.4041725
Lexington,38.0464066,-84.4970393
Fort Wayne,41.0799898,-85.1386015
Geneva,46.2017559,6.1466014
Lexington,38.0464066,-84.4970393
Jersey City,40.7215682,-74.047455
Scarborough,54.2820009,-0.4011868
Rochester Hills,42.6583661,-83.1499322
Moseley,52.4477685,-1.8848045
Springfield,39.7990175,-89.6439575
Rochester,43.157285,-77.615214
Westlake,32.991226,-97.1943701
Westtown,39.930943,-75.5518722
Miami,25.7741728,-80.19362
Salem,44.9391565,-123.033121
Hilton,52.2799974,-0.1093715
Indianapolis,39.7683331,-86.1583502
Benton,38.2930723,-93.3036786
Buffalo,42.8867166,-78.8783922
Hilton,52.2799974,-0.1093715
Zurich,47.3744489,8.5410422
Indianapolis,39.7683331,-86.1583502
Edmonds,47.8105738,-122.3774952
Rochester Hills,42.6583661,-83.1499322
Zurich,47.3744489,8.5410422
Toronto,43.6534817,-79.3839347
Sharpsburg,40.8018143,-94.6408202
Chicago,41.8755616,-87.6244212
Wheat Ridge,39.766098,-105.0772063
Fountain Hills,33.6117105,-111.717361
Midland,31.83688,-102.0103767
Thousand Oaks,34.1705609,-118.8375937
Thousand Oaks,34.1705609,-118.8375937
Los Angeles,34.0536909,-118.242766
Cody,44.5263107,-109.056392
Wheat Ridge,39.766098,-105.0772063
Cypress,29.9691116,-95.6971686
Jacksonville,30.3321838,-81.655651
New York,40.7127281,-74.0060152
Brooklyn,40.6526006,-73.9497211
Leesburg,28.810823,-81.8778582
Leesburg,28.810823,-81.8778582
Riverside,33.7219991,-116.0372472
Grayson,33.5636114,-96.6702111
Grayson,33.5636114,-96.6702111
Cocoa Beach,28.3184107,-80.6094959
Washington,38.8950368,-77.0365427
Washington,38.8950368,-77.0365427
Salem,44.9391565,-123.033121
Los Angeles,34.0536909,-118.242766
Fountain Hills,33.6117105,-111.717361
The Woodlands,30.1734194,-95.504686
Chillicothe,39.3331197,-82.9824019
Birmingham,52.4796992,-1.9026911
Brooklyn,40.6526006,-73.9497211
Brooklyn,40.6526006,-73.9497211
Coronado,32.6915199,-117.1766947
Pleasantville,41.3867741,-93.2694768
Hyattsville,38.9529442,-76.9408647
Petaluma,38.2325829,-122.636465
Fair Lawn,40.9397796,-74.1312504
Shelby,31.7716364,-94.1301652
Shelby,31.7716364,-94.1301652
Hyattsville,38.9529442,-76.9408647
Shelby,31.7716364,-94.1301652
San Jose,37.3361663,-121.890591
Leatherhead,51.2955038,-0.3293689
Mossyrock,46.529843,-122.484272
Harwich,51.9445801,1.2898522
Palm Beach Gardens,26.8233946,-80.1386547
Melbourne,-37.8142454,144.9631732
Coronado,32.6915199,-117.1766947
Barnstaple,51.0804057,-4.0600467
Hyattsville,38.9529442,-76.9408647
Pleasantville,41.3867741,-93.2694768
Cochrane,50.630898,-82.1914444
Mossyrock,46.529843,-122.484272
St George,37.104153,-113.584131
Fair Lawn,40.9397796,-74.1312504
Bedford,40.0271453,-78.5237447
San Jose,37.3361663,-121.890591
Lodi,45.2613104,9.491678060021837
Longview,32.5007031,-94.74049
Pleasantville,41.3867741,-93.2694768
San Diego,32.7174202,-117.162772
Shelby,31.7716364,-94.1301652
Okotoks,50.7253685,-113.975082
Sittingbourne,51.3397366,0.7342319
Buckley,40.5969794,-88.0380959
Shelby,31.7716364,-94.1301652
Wellingborough,52.30189,-0.6937309
Alexandria,44.83495335,8.745030418605868
Toledo,39.8560597,-4.0239356
Darsham,52.2743793,1.5477298
Leatherhead,51.2955038,-0.3293689
Bellevue,47.6144219,-122.192337
Houston,29.7589382,-95.3676974
Fort Worth,32.753177,-97.3327459
San Diego,32.7174202,-117.162772
Cochrane,50.630898,-82.1914444
Coronado,32.6915199,-117.1766947
Buckley,40.5969794,-88.0380959
Bedford,40.0271453,-78.5237447
Darsham,52.2743793,1.5477298
Washington,38.8950368,-77.0365427
Houston,29.7589382,-95.3676974
Delray Beach,26.4614625,-80.0728201
Harwich,51.9445801,1.2898522
Coronado,32.6915199,-117.1766947
Longview,32.5007031,-94.74049
Alexandria,44.83495335,8.745030418605868
Fayetteville,36.0625843,-94.1574328
Bellevue,47.6144219,-122.192337
Bedford,40.0271453,-78.5237447
Toledo,39.8560597,-4.0239356
Bedford,40.0271453,-78.5237447
Fair Lawn,40.9397796,-74.1312504
Bellevue,47.6144219,-122.192337
Brighton,50.8214626,-0.1400561
Warminster,51.215076550000006,-2.1721664384278974
Warminster,51.215076550000006,-2.1721664384278974
Hewitt,31.4623065,-97.1957023
Coventry,52.4081812,-1.510477
Warren,36.3901694,-78.1052123
Schaumburg,42.0333608,-88.083406
Schaumburg,42.0333608,-88.083406
Schaumburg,42.0333608,-88.083406
Schaumburg,42.0333608,-88.083406
Temple Ewell,51.1522504,1.2696217
Turnersville,39.766826,-75.06300404150056
Turnersville,39.766826,-75.06300404150056
Turnersville,39.766826,-75.06300404150056
Williamsville,42.9637836,-78.7377258
Lake Villa,42.4169651,-88.0739708
Tewksbury,42.6106479,-71.2342248
Brighton,50.8214626,-0.1400561
Rock Hill,34.9248667,-81.0250784
Los Angeles,34.0536909,-118.242766
Los Angeles,34.0536909,-118.242766
Natick,42.2836393,-71.346996
Monroe Twp,43.690677199999996,-85.74073206987296
Auburn,47.3075369,-122.2301808
Rock Hill,34.9248667,-81.0250784
Los Angeles,34.0536909,-118.242766
Crystal Lake,42.2411344,-88.3161965
Rock Hill,34.9248667,-81.0250784
Louisville,38.2542376,-85.759407
Kalamazoo,42.291707,-85.5872286
Buckley,40.5969794,-88.0380959
Westminster,51.4973206,-0.137149
Indian Trail,35.0768141,-80.6692352
Henderson,32.182598,-95.7893178
Chicago,41.8755616,-87.6244212
Penetanguishene,44.7688035,-79.9339487
Penetanguishene,44.7688035,-79.9339487
Virginia Beach,36.8496579,-75.9760751
Flagstaff,35.1987522,-111.651822
Phoenix,33.4484367,-112.074141
Flagstaff,35.1987522,-111.651822
Oswego,43.4112973,-76.1279841
Denver,39.7392364,-104.984862
Greensboro,36.0726355,-79.7919754
Jackson,32.2998686,-90.1830408
Reeseville,43.3049943,-88.8448278
Oswego,43.4112973,-76.1279841
Reeseville,43.3049943,-88.8448278
Yarnell,34.222189,-112.7470891
Reeseville,43.3049943,-88.8448278
Reeseville,43.3049943,-88.8448278
Somonauk,41.6336413,-88.6811883
Flagstaff,35.1987522,-111.651822
Staten Island,40.5724274,-74.14520078126053
Greensboro,36.0726355,-79.7919754
Brookfield,43.0578479,-88.1261984
Apache Junction,33.4150485,-111.549577
Stephens City,39.0832225,-78.2182851
Warrington,53.3899497,-2.5943178
Reading,51.4564242,-0.9700664
Trego,38.9289979,-99.9130572
Gresham,45.4997475,-122.4309766
Cape Neddick,43.171334,-70.61691817885752
Seabrook,29.5633199,-95.019723
Alexandria,44.83495335,8.745030418605868
Canton,23.1301964,113.2592945
Hingham,42.2417669,-70.8897676
Grapevine,32.9337381,-97.0788754
Seabrook,29.5633199,-95.019723
Winchester01890,,
Coventry,52.4081812,-1.510477
Guyton,32.3363045,-81.3914992
Lebanon,40.375713,-76.4626118
Guyton,32.3363045,-81.3914992
Canton,23.1301964,113.2592945
Washington,38.8950368,-77.0365427
Clifton,40.8584328,-74.1637553
Dallas,32.7762719,-96.7968559
Hendersonville,35.3187279,-82.4609528
Blue Springs,39.017316,-94.282265
Edinburgh,55.9533456,-3.1883749
Lethbridge,49.6945782,-112.8331033
Lethbridge,49.6945782,-112.8331033
Lethbridge,49.6945782,-112.8331033
Canterbury,51.2800275,1.0802533
Highland Heights,39.0330902,-84.4521512
Staten Island,40.5724274,-74.14520078126053
Ajax,43.8505287,-79.0208814
Staten Island,40.5724274,-74.14520078126053
Highland Heights,39.0330902,-84.4521512
Centerville,31.2578221,-95.9785301
Simi Valley,34.2677404,-118.7538071
Harrow,51.596827149999996,-0.3373046180437286
Dallas,32.7762719,-96.7968559
Coleford,51.79387855,-2.6183237740638523
Stockton,37.9577016,-121.290779
Hobe Sound,27.080492,-80.13991799627857
Beavercreek,39.7092262,-84.0632685
Northampton,40.7451356,-75.3289302
Northampton,40.7451356,-75.3289302
Brentwood,37.9317766,-121.696026
White Plains,41.0339862,-73.7629097
Kingsville,27.5158689,-97.856109
Casa Grande,32.8772834,-111.7536818
Huntington Beach,33.6783336,-118.000016
Tyngsborough,42.6761451,-71.4227726
Framingham,42.2773177,-71.4165905
Mesa,33.4151005,-111.831455
Winchendon,42.6815126,-72.0499767
Whitman,46.9428831,-117.5286172
Oro Valley,32.4000525,-110.955317
Casa Grande,32.8772834,-111.7536818
Soddy Daisy,35.2359025,-85.1907904
Framingham,42.2773177,-71.4165905
White Plains,41.0339862,-73.7629097
Potomac,39.0180508,-77.1956331355745
Brownsburg,39.8436954,-86.3970115
Santa Ana,33.7494951,-117.873221
Erie,42.1294712,-80.0852695
Potomac,39.0180508,-77.1956331355745
Gillette,44.290635,-105.501876
Fullerton,33.8708215,-117.929416
Concord,43.207178,-71.537476
Hixson,35.1406267,-85.2327349
Old Hickory,36.2597132,-86.6480884
Holyoke,42.2071184,-72.6075851
Osage Beach,38.1259916,-92.6723254
Salem,44.9391565,-123.033121
Palm Desert,33.71880025,-116.38443895745498
Cleveland,41.4996574,-81.6936772
Moseley,52.4477685,-1.8848045
Layton,41.0751048,-111.9741925
Las Vegas,36.1672559,-115.148516
Alexandria,44.83495335,8.745030418605868
Nolensville,35.9522852,-86.6694413
Fort Wayne,41.0799898,-85.1386015
Valencia,39.4697065,-0.3763353
Vancouver,49.2608724,-123.113952
San Jose,37.3361663,-121.890591
Eugene,44.0505054,-123.0950506
Alexandria,44.83495335,8.745030418605868
Weehawken,40.7695457,-74.0204177
Valencia,39.4697065,-0.3763353
Valencia,39.4697065,-0.3763353
